account_id,month,active_days,workflows_run,workflows_errored,seats_used,support_tickets,support_ticket_category
acc_001298,2024-05-01,11,122,8,2,0,none
acc_001298,2024-06-01,8,136,13,1,0,none
acc_001299,2024-01-01,8,158,27,1,0,none
acc_001299,2024-02-01,9,152,5,1,0,none
acc_001299,2024-03-01,7,167,3,1,0,none
acc_001299,2024-04-01,10,160,21,1,0,none
acc_001299,2024-05-01,11,138,6,3,0,none
acc_001299,2024-05-01,8,155,10,1,1,billing
acc_001299,2024-06-01,12,148,11,2,0,none
acc_001300,2023-10-01,5,155,50,1,0,none
acc_001300,2023-11-01,7,165,5,3,1,integration
acc_001300,2023-12-01,7,151,27,1,0,none
acc_001300,2024-01-01,7,151,7,1,0,none
acc_001300,2024-02-01,10,174,17,1,1,product
acc_001300,2024-03-01,7,151,11,1,0,none
acc_001300,2024-04-01,3,163,15,1,0,none
acc_001300,2024-05-01,10,140,8,2,0,none
acc_001300,2024-05-01,6,171,5,1,0,none
acc_001300,2024-06-01,7,159,59,1,0,none
acc_001301,2024-02-01,4,472,59,5,0,none
acc_001301,2024-03-01,2,267,6,4,0,none
acc_001301,2024-04-01,7,276,20,2,0,none
acc_001301,2024-05-01,10,468,10,1,0,none
acc_001301,2024-05-01,12,469,42,6,0,none
acc_001301,2024-06-01,8,491,85,3,0,none
acc_001302,2024-05-01,13,192,52,1,1,integration
acc_001302,2024-05-01,12,172,8,1,0,none
acc_001302,2024-06-01,9,207,13,1,0,none
acc_001303,2023-05-01,18,3983,578,18,0,none
acc_001303,2023-06-01,20,4118,631,11,0,none
acc_001303,2023-07-01,16,4052,332,18,0,none
acc_001303,2023-08-01,20,3968,294,21,1,product
acc_001303,2023-09-01,23,3933,484,21,0,none
acc_001303,2023-10-01,14,4037,541,16,0,none
acc_001303,2023-11-01,8,4032,125,14,0,none
acc_001303,2023-12-01,19,4077,166,15,0,none
acc_001303,2024-01-01,22,4048,288,19,0,none
acc_001303,2024-02-01,26,4060,533,17,0,none
acc_001303,2024-03-01,26,3961,869,19,0,none
acc_001303,2024-04-01,21,3938,200,17,0,none
acc_001303,2024-05-01,24,3911,49,16,0,none
acc_001303,2024-05-01,18,4016,222,26,0,none
acc_001303,2024-06-01,21,4006,391,18,0,none
acc_001304,2023-08-01,9,124,7,1,0,none
acc_001304,2023-09-01,10,113,0,1,0,none
acc_001304,2023-10-01,6,128,6,1,0,none
acc_001304,2023-11-01,6,98,13,1,1,integration
acc_001304,2023-12-01,5,120,3,1,0,none
acc_001304,2024-01-01,6,122,19,1,0,none
acc_001304,2024-02-01,7,123,12,1,0,none
acc_001304,2024-03-01,4,119,9,1,0,none
acc_001304,2024-04-01,9,104,6,1,0,none
acc_001304,2024-05-01,4,110,4,1,0,none
acc_001304,2024-05-01,8,135,13,1,1,billing
acc_001304,2024-06-01,10,117,5,1,0,none
acc_001305,2023-05-01,8,142,35,1,0,none
acc_001305,2023-06-01,12,155,12,1,0,none
acc_001305,2023-07-01,7,168,13,1,0,none
acc_001305,2023-08-01,8,153,4,1,0,none
acc_001305,2023-09-01,10,161,11,2,0,none
acc_001305,2023-10-01,10,148,15,2,0,none
acc_001305,2023-11-01,11,144,2,3,0,none
acc_001305,2023-12-01,8,165,11,2,1,billing
acc_001305,2024-01-01,14,142,12,1,0,none
acc_001305,2024-02-01,10,148,17,3,0,none
acc_001305,2024-03-01,9,160,11,1,0,none
acc_001305,2024-04-01,9,150,9,1,0,none
acc_001305,2024-05-01,9,145,16,1,0,none
acc_001305,2024-05-01,11,133,13,1,0,none
acc_001305,2024-06-01,11,188,25,3,0,none
acc_001306,2024-03-01,11,4026,418,21,0,none
acc_001306,2024-04-01,20,4020,75,17,0,none
acc_001306,2024-05-01,24,4007,20,23,0,none
acc_001306,2024-05-01,14,4070,496,22,0,none
acc_001306,2024-06-01,16,4024,125,22,0,none
acc_001307,2024-05-01,22,1239,402,8,0,none
acc_001307,2024-05-01,19,1225,92,9,1,product
acc_001307,2024-06-01,20,1204,50,11,0,none
acc_001308,2023-11-01,22,1219,164,10,1,billing
acc_001308,2023-12-01,17,1177,14,7,0,none
acc_001308,2024-01-01,14,1140,68,11,0,none
acc_001308,2024-02-01,18,1228,37,7,0,none
acc_001308,2024-03-01,14,1196,81,6,0,none
acc_001308,2024-04-01,23,1187,77,9,0,none
acc_001308,2024-05-01,16,1144,37,9,0,none
acc_001308,2024-05-01,18,1156,25,11,0,none
acc_001308,2024-06-01,28,1212,55,7,0,none
acc_001309,2023-07-01,9,147,21,1,0,none
acc_001309,2023-08-01,13,154,27,1,0,none
acc_001309,2023-09-01,10,174,14,2,0,none
acc_001309,2023-10-01,8,143,6,1,0,none
acc_001309,2023-11-01,9,174,1,1,0,none
acc_001309,2023-12-01,13,153,16,1,1,billing
acc_001309,2024-01-01,11,152,11,1,0,none
acc_001309,2024-02-01,9,160,33,1,1,integration
acc_001309,2024-03-01,12,157,9,1,0,none
acc_001309,2024-04-01,6,172,9,2,1,billing
acc_001309,2024-05-01,7,156,11,2,0,none
acc_001309,2024-05-01,15,164,14,2,0,none
acc_001309,2024-06-01,12,178,8,3,0,none
acc_001310,2023-05-01,13,169,37,1,0,none
acc_001310,2023-06-01,10,147,10,1,0,none
acc_001310,2023-07-01,7,145,11,3,0,none
acc_001310,2023-08-01,12,159,6,1,0,none
acc_001310,2023-09-01,11,177,12,3,1,billing
acc_001310,2023-10-01,11,155,20,3,1,product
acc_001310,2023-11-01,8,138,12,3,0,none
acc_001310,2023-12-01,9,155,5,2,1,integration
acc_001310,2024-01-01,8,151,6,1,0,none
acc_001310,2024-02-01,17,152,24,1,0,none
acc_001310,2024-03-01,8,142,16,1,0,none
acc_001310,2024-04-01,14,168,4,2,0,none
acc_001310,2024-05-01,16,142,8,1,0,none
acc_001310,2024-05-01,9,156,10,1,0,none
acc_001310,2024-06-01,10,157,29,1,0,none
acc_001311,2023-11-01,13,123,26,1,0,none
acc_001311,2023-12-01,6,149,15,1,0,none
acc_001311,2024-01-01,8,156,29,1,0,none
acc_001311,2024-02-01,14,160,4,2,0,none
acc_001311,2024-03-01,11,155,4,1,0,none
acc_001311,2024-04-01,10,171,7,3,1,product
acc_001311,2024-05-01,7,184,7,3,1,product
acc_001311,2024-05-01,13,159,2,1,1,product
acc_001311,2024-06-01,6,148,2,1,0,none
acc_001312,2023-11-01,14,197,17,3,0,none
acc_001312,2023-12-01,19,216,10,3,1,billing
acc_001312,2024-01-01,10,190,8,3,0,none
acc_001312,2024-02-01,16,210,58,3,0,none
acc_001312,2024-03-01,11,222,8,3,0,none
acc_001312,2024-04-01,10,217,26,1,0,none
acc_001312,2024-05-01,8,183,8,3,0,none
acc_001312,2024-05-01,11,221,27,3,0,none
acc_001312,2024-06-01,7,191,4,1,0,none
acc_001313,2024-06-01,24,1128,55,12,0,none
acc_001314,2024-01-01,16,959,88,7,1,product
acc_001314,2024-02-01,14,966,183,5,0,none
acc_001314,2024-03-01,16,911,30,12,0,none
acc_001314,2024-04-01,20,966,48,6,0,none
acc_001314,2024-05-01,16,944,53,3,0,none
acc_001314,2024-05-01,17,985,53,9,0,none
acc_001314,2024-06-01,14,979,63,13,0,none
acc_001315,2024-06-01,10,159,20,1,0,none
acc_001316,2023-07-01,5,151,55,1,0,none
acc_001316,2023-08-01,5,166,19,1,0,none
acc_001316,2023-09-01,13,155,20,2,0,none
acc_001316,2023-10-01,13,187,3,1,0,none
acc_001316,2023-11-01,7,150,17,1,0,none
acc_001316,2023-12-01,8,159,10,1,0,none
acc_001316,2024-01-01,6,145,5,1,0,none
acc_001316,2024-02-01,9,181,8,1,0,none
acc_001316,2024-03-01,7,140,4,1,0,none
acc_001316,2024-04-01,11,150,31,1,0,none
acc_001316,2024-05-01,14,139,7,2,0,none
acc_001316,2024-05-01,9,158,22,1,0,none
acc_001316,2024-06-01,14,164,13,1,1,integration
acc_001317,2024-02-01,16,3017,500,15,0,none
acc_001317,2024-03-01,11,3023,78,9,0,none
acc_001317,2024-04-01,11,2958,180,9,0,none
acc_001317,2024-05-01,8,2949,229,13,0,none
acc_001317,2024-05-01,18,2948,273,20,0,none
acc_001317,2024-06-01,20,3001,105,16,0,none
acc_001318,2023-11-01,8,154,41,3,0,none
acc_001318,2023-12-01,9,140,7,3,0,none
acc_001318,2024-01-01,7,172,32,1,0,none
acc_001318,2024-02-01,10,156,9,1,0,none
acc_001318,2024-03-01,9,159,48,1,1,billing
acc_001318,2024-04-01,4,191,30,3,0,none
acc_001318,2024-05-01,11,171,14,1,0,none
acc_001318,2024-05-01,6,161,12,2,0,none
acc_001318,2024-06-01,4,159,3,1,0,none
acc_001319,2024-01-01,11,956,17,8,0,none
acc_001319,2024-02-01,13,977,73,6,0,none
acc_001319,2024-03-01,8,954,82,7,0,none
acc_001319,2024-04-01,17,960,49,4,0,none
acc_001319,2024-05-01,15,929,41,7,1,product
acc_001319,2024-05-01,14,953,71,15,1,product
acc_001319,2024-06-01,15,949,95,4,0,none
acc_001320,2023-07-01,5,126,28,1,0,none
acc_001320,2023-08-01,4,117,11,1,0,none
acc_001320,2023-09-01,7,98,8,1,0,none
acc_001320,2023-10-01,6,114,19,1,0,none
acc_001320,2023-11-01,5,119,9,2,0,none
acc_001320,2023-12-01,10,113,7,2,0,none
acc_001320,2024-01-01,7,128,3,1,0,none
acc_001320,2024-02-01,6,126,2,1,0,none
acc_001320,2024-03-01,8,126,31,1,0,none
acc_001320,2024-04-01,12,119,0,1,0,none
acc_001320,2024-05-01,5,130,2,1,0,none
acc_001320,2024-05-01,8,132,15,1,0,none
acc_001320,2024-06-01,8,109,13,3,0,none
acc_001321,2024-05-01,19,961,121,7,1,billing
acc_001321,2024-06-01,18,978,26,3,1,product
acc_001322,2024-03-01,25,5011,1396,28,0,none
acc_001322,2024-04-01,17,5161,254,23,0,none
acc_001322,2024-05-01,22,4923,781,13,0,none
acc_001322,2024-05-01,28,5107,925,20,0,none
acc_001322,2024-06-01,14,5020,87,24,0,none
acc_001323,2024-03-01,12,741,77,3,0,none
acc_001323,2024-04-01,12,722,46,7,0,none
acc_001323,2024-05-01,10,712,211,4,0,none
acc_001323,2024-05-01,18,734,59,6,1,product
acc_001323,2024-06-01,7,700,126,9,0,none
acc_001324,2023-08-01,20,4045,785,16,0,none
acc_001324,2023-09-01,13,3961,612,15,0,none
acc_001324,2023-10-01,20,3969,400,11,0,none
acc_001324,2023-11-01,21,4025,230,14,0,none
acc_001324,2023-12-01,20,4031,252,20,0,none
acc_001324,2024-01-01,24,3984,219,14,0,none
acc_001324,2024-02-01,13,3943,666,24,0,none
acc_001324,2024-03-01,15,4043,180,18,0,none
acc_001324,2024-04-01,17,3962,556,23,0,none
acc_001324,2024-05-01,25,4185,211,16,0,none
acc_001324,2024-05-01,17,3990,626,15,0,none
acc_001324,2024-06-01,22,3982,355,16,0,none
acc_001325,2023-08-01,20,4066,794,8,0,billing
acc_001325,2023-09-01,11,3987,399,21,0,none
acc_001325,2023-10-01,13,3897,33,15,0,none
acc_001325,2023-11-01,15,4012,268,33,0,none
acc_001325,2023-12-01,18,3984,166,17,0,none
acc_001325,2024-01-01,18,3876,644,24,0,none
acc_001325,2024-02-01,26,3950,447,19,0,none
acc_001325,2024-03-01,18,4085,188,21,0,none
acc_001325,2024-04-01,16,4010,290,20,0,none
acc_001325,2024-05-01,19,4081,399,23,0,none
acc_001325,2024-05-01,21,4007,374,14,0,none
acc_001325,2024-06-01,13,3955,357,25,0,none
acc_001326,2024-06-01,10,224,19,1,1,product
acc_001327,2024-05-01,9,167,26,1,1,product
acc_001327,2024-06-01,10,174,9,2,0,none
acc_001328,2023-05-01,11,992,61,11,0,none
acc_001328,2023-06-01,15,944,12,7,0,none
acc_001328,2023-07-01,14,971,67,6,0,none
acc_001328,2023-08-01,8,950,71,5,0,none
acc_001328,2023-09-01,17,935,134,8,0,none
acc_001328,2023-10-01,20,971,32,8,0,none
acc_001328,2023-11-01,14,990,126,10,0,none
acc_001328,2023-12-01,21,966,34,10,0,none
acc_001328,2024-01-01,19,966,46,7,0,none
acc_001328,2024-02-01,22,948,14,14,0,none
acc_001328,2024-03-01,16,979,73,10,0,none
acc_001328,2024-04-01,20,985,15,7,1,integration
acc_001328,2024-05-01,13,955,61,9,0,none
acc_001328,2024-05-01,14,966,92,8,0,none
acc_001328,2024-06-01,15,942,71,10,0,none
acc_001329,2024-05-01,12,141,9,2,0,none
acc_001329,2024-06-01,11,157,6,1,1,integration
acc_001330,2023-05-01,4,30,4,1,0,none
acc_001330,2023-06-01,1,16,0,1,0,none
acc_001330,2023-07-01,1,22,2,1,1,billing
acc_001330,2023-08-01,1,52,0,1,0,none
acc_001330,2023-09-01,1,53,1,1,0,none
acc_001330,2023-10-01,4,35,1,1,1,integration
acc_001330,2023-11-01,6,32,3,1,0,none
acc_001330,2023-12-01,1,37,0,1,0,none
acc_001330,2024-01-01,2,51,2,1,0,none
acc_001330,2024-02-01,1,42,5,1,0,none
acc_001330,2024-03-01,2,40,2,1,0,none
acc_001330,2024-04-01,3,39,4,1,0,none
acc_001330,2024-05-01,1,37,1,1,1,integration
acc_001330,2024-05-01,4,44,0,1,0,none
acc_001330,2024-06-01,1,39,2,1,0,none
acc_001331,2024-02-01,10,172,34,2,0,billing
acc_001331,2024-03-01,10,166,19,1,0,none
acc_001331,2024-04-01,9,164,14,1,0,none
acc_001331,2024-05-01,13,144,6,1,0,none
acc_001331,2024-05-01,13,151,14,3,0,none
acc_001331,2024-06-01,10,166,12,1,0,none
acc_001332,2024-05-01,9,190,61,1,0,none
acc_001332,2024-06-01,18,177,9,3,0,none
acc_001333,2024-02-01,12,950,158,6,0,none
acc_001333,2024-03-01,10,898,125,9,0,none
acc_001333,2024-04-01,11,936,16,4,0,none
acc_001333,2024-05-01,13,985,140,3,0,none
acc_001333,2024-05-01,12,951,105,10,0,none
acc_001333,2024-06-01,14,940,154,5,0,none
acc_001334,2024-06-01,24,907,47,9,0,none
acc_001335,2024-02-01,14,983,98,8,0,none
acc_001335,2024-03-01,25,938,332,9,0,none
acc_001335,2024-04-01,14,991,125,9,1,integration
acc_001335,2024-05-01,18,968,214,4,1,integration
acc_001335,2024-05-01,10,1006,97,7,0,none
acc_001335,2024-06-01,12,958,78,8,0,none
acc_001336,2023-06-01,8,76,9,2,0,none
acc_001336,2023-07-01,4,37,1,1,0,none
acc_001336,2023-08-01,2,44,7,1,0,none
acc_001336,2023-09-01,4,96,5,1,0,none
acc_001336,2023-10-01,7,70,6,1,0,none
acc_001336,2023-11-01,6,85,1,1,0,none
acc_001336,2023-12-01,3,85,10,1,0,none
acc_001336,2024-01-01,6,86,9,1,0,none
acc_001336,2024-02-01,8,88,5,1,0,none
acc_001336,2024-03-01,8,91,7,1,0,none
acc_001336,2024-04-01,3,99,8,2,0,none
acc_001336,2024-05-01,5,92,2,1,0,none
acc_001336,2024-05-01,2,88,8,1,0,none
acc_001336,2024-06-01,8,70,10,3,0,none
acc_001337,2023-09-01,3,136,18,1,0,none
acc_001337,2023-10-01,13,101,15,1,0,none
acc_001337,2023-11-01,3,118,11,2,0,none
acc_001337,2023-12-01,7,116,19,3,0,none
acc_001337,2024-01-01,5,119,16,1,0,none
acc_001337,2024-02-01,7,119,9,1,0,none
acc_001337,2024-03-01,4,130,20,1,0,none
acc_001337,2024-04-01,9,120,33,2,0,none
acc_001337,2024-05-01,4,111,14,1,0,none
acc_001337,2024-05-01,8,101,13,1,0,none
acc_001337,2024-06-01,6,128,13,1,0,none
acc_001338,2023-09-01,13,681,231,2,0,none
acc_001338,2023-10-01,5,705,3,8,0,none
acc_001338,2023-11-01,11,723,65,3,0,none
acc_001338,2023-12-01,11,733,116,5,0,none
acc_001338,2024-01-01,11,765,69,6,0,none
acc_001338,2024-02-01,10,738,64,5,1,integration
acc_001338,2024-03-01,8,664,48,3,0,none
acc_001338,2024-04-01,12,708,209,8,0,none
acc_001338,2024-05-01,14,745,66,4,1,integration
acc_001338,2024-05-01,11,714,11,4,0,none
acc_001338,2024-06-01,9,753,121,7,0,none
acc_001339,2024-04-01,9,205,15,1,0,none
acc_001339,2024-05-01,10,177,34,1,0,none
acc_001339,2024-05-01,9,160,14,2,0,none
acc_001339,2024-06-01,17,188,16,2,0,none
acc_001340,2023-09-01,7,86,10,1,0,none
acc_001340,2023-10-01,3,46,1,1,0,none
acc_001340,2023-11-01,3,45,3,1,0,none
acc_001340,2023-12-01,6,68,2,1,0,none
acc_001340,2024-01-01,7,91,11,1,0,none
acc_001340,2024-02-01,9,80,16,1,0,none
acc_001340,2024-03-01,2,77,7,1,0,none
acc_001340,2024-04-01,2,86,6,1,0,none
acc_001340,2024-05-01,6,77,6,1,0,none
acc_001340,2024-05-01,6,75,7,1,0,none
acc_001340,2024-06-01,6,85,7,1,0,none
acc_001341,2023-12-01,10,152,18,3,0,none
acc_001341,2024-01-01,5,176,41,2,0,none
acc_001341,2024-02-01,14,151,0,1,0,none
acc_001341,2024-03-01,11,157,26,1,0,none
acc_001341,2024-04-01,11,180,8,2,0,none
acc_001341,2024-05-01,8,163,6,1,0,none
acc_001341,2024-05-01,12,155,16,2,0,none
acc_001341,2024-06-01,10,154,5,1,0,none
acc_001342,2024-05-01,12,747,19,7,0,none
acc_001342,2024-05-01,11,746,58,7,0,none
acc_001342,2024-06-01,16,710,80,5,0,none
acc_001343,2023-09-01,7,120,21,1,0,none
acc_001343,2023-10-01,2,113,10,1,0,none
acc_001343,2023-11-01,9,108,13,1,0,none
acc_001343,2023-12-01,4,136,11,1,0,none
acc_001343,2024-01-01,9,121,13,1,0,none
acc_001343,2024-02-01,9,114,0,1,0,none
acc_001343,2024-03-01,9,134,7,1,0,none
acc_001343,2024-04-01,12,116,3,1,0,none
acc_001343,2024-05-01,6,132,2,1,0,none
acc_001343,2024-05-01,5,110,7,3,0,none
acc_001343,2024-06-01,9,124,4,1,0,none
acc_001344,2024-06-01,10,149,36,1,0,none
acc_001345,2024-02-01,7,130,19,2,0,none
acc_001345,2024-03-01,4,108,1,2,0,none
acc_001345,2024-04-01,17,114,7,1,0,none
acc_001345,2024-05-01,10,130,7,2,0,none
acc_001345,2024-05-01,4,118,9,1,0,none
acc_001345,2024-06-01,9,121,5,2,0,none
acc_001346,2023-05-01,4,129,23,3,0,none
acc_001346,2023-06-01,7,123,8,1,0,none
acc_001346,2023-07-01,6,113,13,3,0,none
acc_001346,2023-08-01,12,118,8,1,0,none
acc_001346,2023-09-01,6,125,9,1,0,none
acc_001346,2023-10-01,11,133,39,2,0,none
acc_001346,2023-11-01,8,115,35,1,0,none
acc_001346,2023-12-01,7,124,14,3,0,none
acc_001346,2024-01-01,10,119,17,1,0,none
acc_001346,2024-02-01,12,101,11,2,1,product
acc_001346,2024-03-01,4,120,51,1,0,none
acc_001346,2024-04-01,10,133,30,1,0,none
acc_001346,2024-05-01,6,95,10,2,0,none
acc_001346,2024-05-01,8,105,5,1,0,none
acc_001346,2024-06-01,10,111,15,1,0,none
acc_001347,2023-12-01,15,4041,133,11,0,none
acc_001347,2024-01-01,14,3924,380,19,1,integration
acc_001347,2024-02-01,26,3994,228,18,0,none
acc_001347,2024-03-01,16,3957,236,17,0,none
acc_001347,2024-04-01,27,4007,714,24,0,none
acc_001347,2024-05-01,19,4056,24,18,0,none
acc_001347,2024-05-01,20,4084,393,22,0,none
acc_001347,2024-06-01,21,3909,418,16,1,product
acc_001348,2023-08-01,28,5033,431,28,0,none
acc_001348,2023-09-01,26,5045,497,23,0,none
acc_001348,2023-10-01,28,5033,596,22,0,none
acc_001348,2023-11-01,21,5005,837,20,0,none
acc_001348,2023-12-01,11,4983,1117,19,0,none
acc_001348,2024-01-01,21,5013,269,29,0,none
acc_001348,2024-02-01,27,4942,133,26,0,none
acc_001348,2024-03-01,25,4943,118,20,0,none
acc_001348,2024-04-01,28,5033,475,16,0,none
acc_001348,2024-05-01,18,4941,1096,22,0,none
acc_001348,2024-05-01,28,5022,1089,30,0,none
acc_001348,2024-06-01,22,5002,457,28,0,none
acc_001349,2024-02-01,20,994,172,5,0,none
acc_001349,2024-03-01,20,969,5,9,0,none
acc_001349,2024-04-01,5,962,55,8,0,none
acc_001349,2024-05-01,13,926,108,7,0,none
acc_001349,2024-05-01,12,950,66,6,0,none
acc_001349,2024-06-01,12,970,22,9,0,none
acc_001350,2024-06-01,15,226,31,1,0,none
acc_001351,2023-10-01,10,134,17,1,1,product
acc_001351,2023-11-01,5,119,1,1,1,billing
acc_001351,2023-12-01,8,112,5,1,0,none
acc_001351,2024-01-01,6,125,10,1,0,none
acc_001351,2024-02-01,13,111,26,2,0,none
acc_001351,2024-03-01,12,127,2,1,0,none
acc_001351,2024-04-01,5,111,4,3,0,none
acc_001351,2024-05-01,9,99,6,1,0,none
acc_001351,2024-05-01,6,129,11,1,0,none
acc_001351,2024-06-01,3,119,7,2,0,none
acc_001352,2024-04-01,12,197,38,1,0,none
acc_001352,2024-05-01,16,205,6,1,0,none
acc_001352,2024-05-01,7,177,9,1,0,none
acc_001352,2024-06-01,17,203,30,1,0,none
acc_001353,2024-06-01,11,930,29,5,0,billing
acc_001354,2023-08-01,14,207,24,2,0,none
acc_001354,2023-09-01,9,214,4,1,0,none
acc_001354,2023-10-01,15,214,32,3,0,none
acc_001354,2023-11-01,22,231,31,3,0,none
acc_001354,2023-12-01,18,188,21,3,1,product
acc_001354,2024-01-01,14,163,9,2,1,product
acc_001354,2024-02-01,10,200,26,3,0,none
acc_001354,2024-03-01,14,190,27,3,0,none
acc_001354,2024-04-01,8,184,0,2,0,none
acc_001354,2024-05-01,11,170,37,1,0,none
acc_001354,2024-05-01,17,216,4,1,0,none
acc_001354,2024-06-01,7,196,13,1,0,none
acc_001355,2023-06-01,5,158,16,1,0,none
acc_001355,2023-07-01,9,166,13,1,0,none
acc_001355,2023-08-01,14,175,12,1,0,none
acc_001355,2023-09-01,10,155,21,1,0,none
acc_001355,2023-10-01,9,144,6,3,0,none
acc_001355,2023-11-01,7,131,12,1,0,none
acc_001355,2023-12-01,11,139,1,3,0,none
acc_001355,2024-01-01,11,160,12,3,0,none
acc_001355,2024-02-01,16,165,24,1,0,none
acc_001355,2024-03-01,7,160,4,2,0,none
acc_001355,2024-04-01,7,172,12,2,0,none
acc_001355,2024-05-01,13,153,7,1,0,none
acc_001355,2024-05-01,8,160,12,1,0,none
acc_001355,2024-06-01,9,155,22,3,0,none
acc_001356,2023-12-01,15,159,46,3,0,none
acc_001356,2024-01-01,9,141,7,2,0,none
acc_001356,2024-02-01,11,186,13,1,0,none
acc_001356,2024-03-01,7,179,20,1,0,none
acc_001356,2024-04-01,10,152,43,1,0,none
acc_001356,2024-05-01,9,175,6,2,0,none
acc_001356,2024-05-01,11,158,35,1,0,none
acc_001356,2024-06-01,11,167,12,1,0,none
acc_001357,2024-04-01,4,107,9,1,0,none
acc_001357,2024-05-01,4,125,11,1,0,none
acc_001357,2024-05-01,8,111,11,1,0,none
acc_001357,2024-06-01,5,106,3,1,0,none
acc_001358,2023-05-01,9,1003,388,7,0,none
acc_001358,2023-06-01,13,929,234,6,0,none
acc_001358,2023-07-01,13,957,84,3,0,none
acc_001358,2023-08-01,18,909,80,11,0,none
acc_001358,2023-09-01,11,951,211,4,0,none
acc_001358,2023-10-01,16,953,45,7,0,none
acc_001358,2023-11-01,15,1022,138,7,0,none
acc_001358,2023-12-01,14,965,45,4,0,none
acc_001358,2024-01-01,19,944,38,9,0,none
acc_001358,2024-02-01,18,991,134,6,0,none
acc_001358,2024-03-01,16,905,20,5,1,product
acc_001358,2024-04-01,12,938,37,4,1,integration
acc_001358,2024-05-01,9,985,52,6,0,none
acc_001358,2024-05-01,14,936,65,3,0,none
acc_001358,2024-06-01,16,945,62,12,0,none
acc_001359,2024-02-01,22,958,43,8,0,none
acc_001359,2024-03-01,14,975,89,7,0,none
acc_001359,2024-04-01,20,949,76,10,0,none
acc_001359,2024-05-01,16,934,15,9,0,none
acc_001359,2024-05-01,14,926,106,6,0,none
acc_001359,2024-06-01,13,924,74,4,0,none
acc_001360,2023-10-01,4,711,65,5,0,none
acc_001360,2023-11-01,11,709,16,4,0,none
acc_001360,2023-12-01,10,722,29,3,0,none
acc_001360,2024-01-01,5,744,125,7,0,none
acc_001360,2024-02-01,11,747,19,4,0,none
acc_001360,2024-03-01,14,711,36,2,0,none
acc_001360,2024-04-01,19,726,37,4,0,none
acc_001360,2024-05-01,3,742,27,7,0,none
acc_001360,2024-05-01,15,712,20,6,0,none
acc_001360,2024-06-01,11,738,105,8,0,none
acc_001361,2024-05-01,12,211,35,1,0,none
acc_001361,2024-06-01,12,221,25,1,0,none
acc_001362,2023-11-01,14,153,7,1,0,none
acc_001362,2023-12-01,7,154,21,1,0,none
acc_001362,2024-01-01,8,168,5,1,0,none
acc_001362,2024-02-01,11,166,43,2,0,none
acc_001362,2024-03-01,15,166,0,1,0,none
acc_001362,2024-04-01,11,155,4,2,0,none
acc_001362,2024-05-01,11,173,8,1,0,none
acc_001362,2024-05-01,12,167,7,3,0,none
acc_001362,2024-06-01,16,142,8,3,0,none
acc_001363,2023-11-01,6,135,9,1,0,none
acc_001363,2023-12-01,7,129,7,1,0,none
acc_001363,2024-01-01,9,121,5,1,0,none
acc_001363,2024-02-01,5,135,19,1,0,none
acc_001363,2024-03-01,7,129,9,1,0,none
acc_001363,2024-04-01,7,117,0,2,1,product
acc_001363,2024-05-01,6,126,5,1,0,none
acc_001363,2024-05-01,7,104,10,3,0,none
acc_001363,2024-06-01,5,128,4,1,0,none
acc_001364,2024-04-01,12,741,244,8,0,none
acc_001364,2024-05-01,8,673,49,3,0,none
acc_001364,2024-05-01,7,744,74,4,0,none
acc_001364,2024-06-01,8,726,18,1,0,none
acc_001365,2023-05-01,11,213,37,1,0,none
acc_001365,2023-06-01,11,190,7,2,0,none
acc_001365,2023-07-01,9,192,7,2,0,none
acc_001365,2023-08-01,11,213,11,1,0,none
acc_001365,2023-09-01,9,187,12,1,0,none
acc_001365,2023-10-01,15,204,18,2,1,integration
acc_001365,2023-11-01,12,181,4,3,0,none
acc_001365,2023-12-01,13,191,4,2,0,none
acc_001365,2024-01-01,16,200,6,1,0,none
acc_001365,2024-02-01,13,187,5,3,0,none
acc_001365,2024-03-01,9,162,14,3,0,none
acc_001365,2024-04-01,16,182,4,2,0,none
acc_001365,2024-05-01,12,207,35,3,0,none
acc_001365,2024-05-01,19,196,19,2,0,none
acc_001365,2024-06-01,7,204,6,2,0,none
acc_001366,2023-07-01,10,157,9,2,0,none
acc_001366,2023-08-01,13,167,20,2,0,none
acc_001366,2023-09-01,11,152,4,3,0,none
acc_001366,2023-10-01,9,161,11,1,0,none
acc_001366,2023-11-01,13,162,9,1,0,none
acc_001366,2023-12-01,11,161,12,1,0,none
acc_001366,2024-01-01,11,179,3,3,0,none
acc_001366,2024-02-01,10,168,1,1,0,none
acc_001366,2024-03-01,11,187,4,1,0,none
acc_001366,2024-04-01,5,142,8,1,0,none
acc_001366,2024-05-01,11,164,8,3,0,none
acc_001366,2024-05-01,11,145,7,1,1,product
acc_001366,2024-06-01,7,175,12,1,0,none
acc_001367,2023-09-01,13,156,6,1,0,none
acc_001367,2023-10-01,15,164,51,1,0,none
acc_001367,2023-11-01,8,148,18,1,0,none
acc_001367,2023-12-01,14,165,21,2,0,none
acc_001367,2024-01-01,10,152,18,2,0,none
acc_001367,2024-02-01,8,175,25,2,0,none
acc_001367,2024-03-01,18,161,12,1,1,product
acc_001367,2024-04-01,8,152,19,1,0,none
acc_001367,2024-05-01,3,166,15,2,0,none
acc_001367,2024-05-01,7,149,44,3,0,none
acc_001367,2024-06-01,12,162,20,1,0,none
acc_001368,2024-03-01,9,158,20,1,1,billing
acc_001368,2024-04-01,8,153,4,3,0,none
