account_id,account_name,plan_tier,vertical,company_size,acquisition_channel,integration_count,account_age_days,contract_value_aud,churned_90d,upgraded_90d
acc_000974,"Adkins, Wright and Murray",pro,finance,small,organic,0,163,20085.5,False,False
acc_000975,Martinez Inc,starter,finance,mid,paid_search,0,533,1503.85,False,False
acc_000976,Anderson Group,starter,mixed,small,referral,2,538,2686.61,False,False
acc_000977,Parks-Pace,starter,customer_success,mid,paid_search,2,325,3843.7,False,False
acc_000978,Aguilar LLC,starter,customer_success,mid,paid_search,1,115,2870.45,False,True
acc_000979,Johnson Inc,starter,revops,large,partner,2,149,2567.28,True,False
acc_000980,Orr Group,pro,revops,small,organic,3,36,11198.26,True,False
acc_000981,Davis LLC,pro,revops,small,outbound,0,519,6738.32,False,False
acc_000982,Williams Group,enterprise,customer_success,large,referral,2,500,88685.93,False,False
acc_000983,Jackson PLC,starter,hr,mid,paid_search,2,329,2608.15,True,False
acc_000984,Underwood-Foster,pro,customer_success,mid,outbound,2,129,15359.14,False,False
acc_000985,Reyes Group,pro,mixed,small,paid_search,1,34,20970.41,False,False
acc_000986,Gomez and Sons,starter,finance,small,referral,2,142,3810.9,True,False
acc_000987,Ramirez-Stephenson,starter,finance,mid,paid_search,2,334,3563.78,True,False
acc_000988,Mendez PLC,pro,mixed,mid,organic,3,91,7554.95,False,False
acc_000989,Holland Group,pro,hr,mid,outbound,6,441,23408.98,False,False
acc_000990,Andrade-Mendoza,enterprise,customer_success,small,referral,4,509,36814.28,False,False
acc_000991,Ramirez and Sons,starter,mixed,mid,outbound,2,371,3971.57,True,False
acc_000992,Gonzalez-Wilkerson,starter,finance,small,organic,1,225,2598.93,False,False
acc_000993,"Wright, Mcknight and Stephens",enterprise,hr,mid,paid_search,3,65,74254.96,False,False
acc_000994,Mayo Ltd,enterprise,customer_success,small,referral,2,103,78656.89,False,False
acc_000995,Castillo-Harrington,starter,customer_success,small,referral,2,162,1571.83,False,False
acc_000996,Durham-Shaw,starter,revops,small,referral,2,489,2991.72,False,False
acc_000997,Nelson-Johnson,pro,finance,small,referral,7,107,18600.99,False,False
acc_000998,"Robinson, Huang and Osborne",enterprise,revops,mid,partner,0,281,73032.55,False,False
acc_000999,Stokes Group,starter,customer_success,mid,paid_search,2,145,1211.91,True,False
acc_001000,"Howard, Silva and Hall",enterprise,it_ops,mid,outbound,2,508,119244.12,False,False
acc_001001,Garcia Ltd,starter,hr,small,partner,2,361,1526.4,False,False
acc_001002,Adams Ltd,pro,mixed,small,referral,0,422,11219.26,False,False
acc_001003,Gallagher and Sons,starter,revops,large,outbound,2,183,3705.18,False,False
acc_001004,"Bradford, Salinas and Kelly",enterprise,customer_success,small,paid_search,4,353,69418.54,False,False
acc_001005,Thompson PLC,starter,finance,small,partner,2,152,2961.24,False,False
acc_001006,Drake-Wolfe,starter,revops,small,outbound,2,457,4122.4,False,False
acc_001007,"Johnson, Haynes and Meza",enterprise,finance,small,referral,1,399,33853.31,True,False
acc_001008,"Thomas, Vaughan and Copeland",starter,it_ops,mid,referral,1,377,4332.72,False,False
acc_001009,Weaver-Thompson,pro,customer_success,small,paid_search,1,406,8548.63,False,True
acc_001010,Davis and Sons,pro,revops,large,paid_search,1,389,17678.16,False,False
acc_001011,"Robinson, Fox and Smith",starter,customer_success,large,organic,2,79,2842.26,False,False
acc_001012,"Harris, Anderson and Love",starter,revops,mid,paid_search,2,284,3341.92,False,True
acc_001013,Brown-Hernandez,pro,finance,small,referral,2,457,23679.47,True,False
acc_001014,"Stark, Schroeder and Mathis",pro,hr,large,outbound,1,100,11788.62,False,False
acc_001015,Yu-Brooks,enterprise,hr,small,paid_search,3,62,40867.09,False,False
acc_001016,"Foster, Garcia and Turner",starter,revops,mid,outbound,1,254,2077.12,False,False
acc_001017,Daugherty Ltd,pro,finance,mid,outbound,3,222,19997.91,True,False
acc_001018,Conner-Yu,starter,revops,small,paid_search,2,75,3744.27,False,True
acc_001019,"Stewart, Mann and Hoffman",pro,hr,mid,organic,5,273,18462.45,False,False
acc_001020,"Buchanan, Walker and Chapman",starter,customer_success,mid,referral,2,510,1828.38,False,False
acc_001021,Gray Ltd,pro,revops,mid,outbound,1,75,17289.45,False,False
acc_001022,"Phillips, Thompson and Smith",pro,hr,small,paid_search,3,90,23758.86,True,False
acc_001023,"Fry, Myers and Gamble",enterprise,customer_success,large,partner,0,289,49734.85,False,False
acc_001024,"Johnson, Guzman and Mccall",pro,customer_success,small,paid_search,2,437,8685.91,True,False
acc_001025,"Walker, Cunningham and Zuniga",pro,mixed,mid,paid_search,1,502,6776.08,False,True
acc_001026,Rivera Inc,pro,hr,small,referral,2,442,22021.43,False,False
acc_001027,Reed LLC,starter,finance,small,outbound,2,110,4027.77,False,False
acc_001028,Fields Inc,starter,finance,large,organic,2,333,3287.14,False,True
acc_001029,"Santiago, Daniel and Rogers",starter,customer_success,large,paid_search,1,86,2374.08,False,False
acc_001030,Baker and Sons,starter,customer_success,large,referral,0,142,1464.71,False,False
acc_001031,"Jones, Scott and Rodriguez",pro,finance,small,paid_search,4,342,14189.84,False,True
acc_001032,Williams Group,starter,finance,mid,outbound,1,529,2170.9,False,False
acc_001033,"Barnes, Jackson and Gutierrez",starter,finance,mid,referral,2,86,4265.94,False,False
acc_001034,Bell-Bennett,starter,finance,small,partner,2,339,1764.44,False,False
acc_001035,Kramer-Lane,pro,mixed,large,outbound,1,313,21390.07,False,True
acc_001036,"Perez, Hayes and Lloyd",starter,it_ops,mid,partner,0,332,2904.56,False,False
acc_001037,Phillips LLC,starter,finance,small,organic,2,156,2378.27,False,False
acc_001038,Lynn-Jones,pro,mixed,mid,paid_search,0,323,22168.53,False,False
acc_001039,Barron and Sons,starter,finance,large,organic,2,288,1321.03,False,False
acc_001040,"Jones, Mcmahon and Spence",pro,revops,mid,organic,1,261,14915.13,False,False
acc_001041,Wheeler-Austin,starter,it_ops,mid,referral,1,141,1677.76,False,False
acc_001042,Bush-Reynolds,starter,customer_success,small,referral,2,186,1782.49,False,False
acc_001043,"Martin, Preston and Moore",starter,revops,mid,partner,0,267,3978.61,False,False
acc_001044,Rivera and Sons,pro,revops,mid,referral,1,267,18670.24,False,False
acc_001045,Terry-Bowen,starter,customer_success,small,outbound,2,301,1317.77,False,True
acc_001046,"Fernandez, Guerrero and Evans",starter,hr,large,outbound,0,436,1945.73,False,False
acc_001047,Williams PLC,pro,customer_success,small,partner,2,293,23015.8,False,False
acc_001048,"Larsen, Hernandez and Ward",pro,mixed,small,referral,2,346,6735.74,False,False
acc_001049,Miller-Colon,starter,customer_success,mid,outbound,0,426,1936.97,False,False
acc_001050,"Greene, Gonzalez and Johnson",enterprise,hr,small,referral,5,510,97704.94,False,False
acc_001051,Little Inc,pro,customer_success,mid,organic,4,194,12348.81,False,False
acc_001052,Anthony-Parker,starter,customer_success,small,paid_search,2,206,2828.68,False,False
acc_001053,Ruiz-Jacobson,pro,it_ops,mid,outbound,2,452,15591.4,False,False
acc_001054,Davis-Stephens,starter,customer_success,mid,partner,2,444,4721.1,False,False
acc_001055,Watson Group,enterprise,finance,large,paid_search,1,230,110815.13,False,False
acc_001056,Lopez-Williams,starter,mixed,small,paid_search,0,386,1732.63,False,False
acc_001057,Marshall-Perez,starter,hr,large,paid_search,2,243,4690.47,True,False
acc_001058,Elliott-Hernandez,pro,finance,small,referral,2,360,6386.68,False,False
acc_001059,"Contreras, Miller and Cooper",starter,finance,mid,organic,0,296,3520.82,True,False
acc_001060,"Gutierrez, Avila and Perez",starter,hr,mid,referral,2,333,3597.08,False,False
acc_001061,Randall PLC,pro,revops,mid,outbound,2,489,20208.27,False,False
acc_001062,Sheppard-Mcdaniel,starter,hr,mid,partner,2,424,4243.85,False,False
acc_001063,Armstrong-Young,starter,hr,large,outbound,2,112,3762.52,False,False
acc_001064,Miller-Orr,starter,mixed,large,outbound,2,371,4060.05,False,False
acc_001065,"Johnson, Duncan and Black",starter,finance,large,outbound,2,255,2137.47,False,False
acc_001066,"Byrd, Oliver and Martinez",starter,revops,small,referral,1,206,1732.6,False,False
acc_001067,Thompson-Joyce,starter,mixed,mid,paid_search,1,42,2656.42,False,False
acc_001068,Stokes and Sons,starter,finance,mid,referral,0,32,4692.54,True,False
acc_001069,Henderson Ltd,pro,revops,mid,referral,1,488,11216.89,False,False
acc_001070,Harris-Carson,enterprise,mixed,mid,paid_search,3,319,95568.94,False,False
acc_001071,Flowers LLC,enterprise,hr,small,referral,1,50,42548.1,True,False
acc_001072,Bartlett-Sloan,pro,hr,small,organic,1,258,12433.08,False,False
acc_001073,Miller PLC,starter,customer_success,small,outbound,2,430,4568.39,True,False
acc_001074,Arnold-Gates,starter,finance,mid,referral,2,373,4647.45,False,False
acc_001075,"Ellis, Marks and Buchanan",enterprise,revops,mid,outbound,1,291,114906.19,False,False
acc_001076,"Matthews, Harrington and Rodriguez",enterprise,hr,small,organic,5,219,64750.14,False,False
acc_001077,Hernandez PLC,starter,hr,small,referral,1,317,1515.36,True,False
acc_001078,"Chang, Ayers and Buckley",pro,revops,large,organic,1,177,8948.23,False,False
acc_001079,"Chan, Floyd and Dillon",pro,mixed,mid,referral,1,457,16569.24,False,False
acc_001080,Humphrey-Baker,starter,hr,mid,organic,0,535,2407.5,False,False
acc_001081,"Washington, Lynch and Johnson",enterprise,revops,small,paid_search,4,357,112296.94,False,False
acc_001082,Powell-Montgomery,starter,revops,mid,organic,1,100,1917.33,False,False
acc_001083,"Steele, Williams and Preston",pro,hr,mid,organic,3,184,21022.53,False,False
acc_001084,Vaughn-Williams,starter,revops,mid,paid_search,2,31,1754.49,False,False
acc_001085,Mccall-Prince,starter,customer_success,mid,paid_search,2,370,4413.67,False,False
acc_001086,Morgan LLC,starter,revops,mid,paid_search,0,91,3952.99,False,True
acc_001087,Ramirez-Vasquez,starter,mixed,mid,referral,1,276,3236.07,False,False
acc_001088,"Cohen, Compton and Perez",pro,customer_success,mid,outbound,3,91,12717.64,False,True
acc_001089,Mccann-Ramos,pro,finance,small,outbound,0,104,11754.26,False,False
acc_001090,Adams-Butler,pro,finance,small,paid_search,2,244,17452.45,False,False
acc_001091,"Davis, Alexander and Mcintyre",enterprise,finance,small,outbound,1,69,76247.98,False,False
acc_001092,Figueroa-Malone,pro,finance,small,organic,5,308,11806.92,False,True
acc_001093,Nicholson-Robertson,starter,it_ops,mid,paid_search,2,387,3678.05,False,True
acc_001094,Jones Ltd,starter,revops,mid,paid_search,2,295,2213.1,False,False
acc_001095,"Powell, Deleon and Warren",pro,revops,large,paid_search,0,141,8781.99,False,False
acc_001096,"Johnson, Lee and Whitaker",starter,finance,large,outbound,2,455,4628.98,False,False
acc_001097,Wright Group,pro,customer_success,mid,organic,2,243,14288.84,False,True
acc_001098,Hull Ltd,starter,it_ops,large,referral,2,189,3687.78,False,False
acc_001099,Hill Group,starter,revops,large,outbound,2,526,2431.36,False,True
acc_001100,"Sanders, Leblanc and Maldonado",pro,finance,mid,paid_search,5,468,18496.4,False,False
acc_001101,Watson PLC,pro,hr,small,partner,4,247,18434.73,True,False
acc_001102,Thompson-Harrell,pro,finance,mid,organic,1,51,9534.32,False,False
acc_001103,"Arnold, Cooper and Monroe",starter,customer_success,mid,referral,2,495,2110.84,False,False
acc_001104,Curry-Barker,starter,customer_success,mid,organic,1,501,3366.45,False,False
acc_001105,Johnson-Williams,pro,hr,mid,paid_search,5,104,21225.51,False,False
acc_001106,"Chan, Lewis and Walker",enterprise,mixed,small,paid_search,1,286,100272.19,False,False
acc_001107,Byrd LLC,pro,revops,small,organic,2,420,6251.72,False,False
acc_001108,"Ortiz, Smith and Deleon",starter,finance,small,partner,2,305,1215.58,False,False
acc_001109,"Smith, Buck and Holland",pro,mixed,large,organic,4,273,12596.33,False,False
acc_001110,"Owen, Walker and Franklin",pro,revops,large,paid_search,4,211,23663.42,False,True
acc_001111,Marquez-Fletcher,starter,revops,small,organic,2,190,1645.02,False,False
acc_001112,Coleman-Bennett,starter,finance,mid,organic,2,315,3799.69,False,False
acc_001113,Stevens-Robinson,starter,revops,small,referral,2,406,2323.22,False,False
acc_001114,Byrd-Holloway,enterprise,revops,mid,referral,3,467,68516.55,False,False
acc_001115,Silva-Smith,pro,mixed,mid,partner,3,218,9227.35,False,False
acc_001116,"Levy, Franco and Hoffman",enterprise,revops,small,referral,1,367,90886.68,False,False
acc_001117,"Lynch, Evans and Rodriguez",starter,revops,mid,partner,2,409,4531.05,False,False
acc_001118,Rogers LLC,enterprise,finance,large,referral,3,334,105962.66,False,False
acc_001119,"Nguyen, Hill and Douglas",starter,hr,small,referral,2,421,3768.58,False,False
acc_001120,"Evans, Hernandez and Cannon",pro,hr,mid,outbound,3,234,12409.75,False,False
acc_001121,Trujillo PLC,pro,mixed,large,outbound,5,105,19823.99,False,False
acc_001122,Guerrero-Becker,starter,hr,mid,outbound,0,98,1307.0,False,False
acc_001123,"Johnson, Jimenez and Phillips",pro,it_ops,mid,paid_search,2,121,12887.39,False,False
acc_001124,Sullivan-Doyle,pro,finance,mid,paid_search,4,69,17899.45,False,False
acc_001125,"Erickson, Armstrong and Lee",pro,revops,mid,referral,3,284,14824.51,False,False
acc_001126,"Reeves, Parks and Little",starter,hr,large,outbound,2,517,3950.27,False,False
acc_001127,Knox-Powers,enterprise,mixed,small,referral,3,466,63870.29,False,False
acc_001128,"Evans, Jackson and Sandoval",starter,finance,mid,organic,0,185,4384.92,True,False
acc_001129,"White, Davis and Anderson",starter,revops,small,referral,2,421,1593.78,False,False
acc_001130,Hardy-Hansen,pro,customer_success,mid,outbound,3,273,16120.6,False,False
acc_001131,Arroyo LLC,starter,finance,small,outbound,2,223,3420.98,False,False
acc_001132,"Davis, Kelly and Garner",starter,mixed,small,paid_search,2,53,1661.51,True,False
acc_001133,Fisher-Eaton,starter,it_ops,mid,organic,2,350,2428.52,False,False
acc_001134,Green-Carter,starter,hr,small,referral,1,368,2079.22,False,False
acc_001135,Ruiz Ltd,starter,hr,small,outbound,2,474,2297.68,False,False
acc_001136,"Carpenter, Oliver and Kennedy",starter,finance,small,referral,0,472,2720.9,True,False
acc_001137,Mason Ltd,pro,revops,small,referral,2,41,23743.77,True,False
acc_001138,Moreno-Gutierrez,starter,revops,mid,organic,2,81,3687.11,False,False
acc_001139,Taylor and Sons,starter,revops,mid,outbound,2,115,3413.38,False,False
acc_001140,Ortiz-Hudson,starter,revops,mid,organic,1,433,1471.16,False,False
acc_001141,Thomas-Huffman,pro,hr,small,referral,6,323,13236.49,False,True
acc_001142,Maxwell Group,starter,customer_success,small,organic,0,78,3330.71,False,False
acc_001143,Welch-Thompson,starter,revops,mid,referral,1,207,4064.35,False,False
acc_001144,"Brown, Hayes and Clark",pro,hr,mid,referral,1,306,11640.35,False,True
acc_001145,Johnston and Sons,starter,hr,mid,outbound,2,310,1850.16,False,False
acc_001146,Glover-Chan,starter,customer_success,large,outbound,1,139,3578.9,False,False
acc_001147,Mendez Ltd,pro,mixed,small,outbound,2,444,17059.6,False,False
acc_001148,Powell-Sanford,pro,revops,mid,outbound,2,297,9611.66,False,False
acc_001149,Smith-Ferguson,starter,hr,mid,organic,2,462,2767.4,False,False
acc_001150,"Watson, Smith and Morris",starter,it_ops,small,paid_search,2,241,2160.97,False,False
acc_001151,"Lee, Rhodes and Sims",starter,finance,mid,paid_search,2,152,1608.81,False,False
acc_001152,Perez LLC,starter,hr,mid,referral,0,316,4768.66,False,False
acc_001153,Anderson-Reyes,starter,mixed,small,paid_search,1,44,2130.23,False,False
acc_001154,"Torres, Brown and Williams",pro,customer_success,small,organic,1,523,19004.53,False,False
acc_001155,Bryant-Meyer,pro,finance,large,referral,2,182,21609.09,False,False
acc_001156,"Morgan, Barron and Cowan",enterprise,revops,small,outbound,4,76,65720.55,False,False
acc_001157,Ferrell-Henry,pro,it_ops,small,outbound,2,286,22792.84,True,False
acc_001158,Martin Group,pro,it_ops,large,partner,7,158,14936.12,False,False
acc_001159,Perez Ltd,starter,revops,mid,referral,1,456,3303.57,False,False
acc_001160,Clark Inc,starter,customer_success,small,referral,2,103,1584.53,False,False
acc_001161,"Wagner, Martinez and Dawson",starter,hr,small,organic,1,58,2965.29,False,False
acc_001162,Brooks Ltd,starter,mixed,small,referral,2,379,2086.85,True,False
acc_001163,Wise-Dean,starter,it_ops,small,referral,2,218,4156.92,False,False
acc_001164,"Vang, Stanley and Valdez",starter,mixed,mid,organic,2,369,4076.19,False,False
acc_001165,Williams Inc,starter,mixed,mid,paid_search,2,226,2313.37,False,True
acc_001166,Wallace-Martinez,enterprise,hr,mid,paid_search,0,473,51274.37,False,False
acc_001167,Wells-Hernandez,starter,finance,large,partner,1,499,2119.92,False,True
acc_001168,"Jennings, Smith and Fisher",starter,it_ops,small,paid_search,2,485,1776.82,False,False
acc_001169,Bates LLC,starter,hr,mid,outbound,1,434,1321.97,False,False
acc_001170,"Obrien, Taylor and Rivas",pro,it_ops,large,referral,2,241,22676.95,False,False
acc_001171,Hunt PLC,starter,revops,large,paid_search,2,112,3714.54,False,True
acc_001172,Campbell Inc,pro,hr,mid,organic,4,407,11881.83,False,True
acc_001173,Gonzalez-Gonzalez,pro,it_ops,mid,paid_search,3,257,20238.35,False,True
acc_001174,Decker-Dudley,starter,revops,mid,referral,2,72,1598.98,False,False
acc_001175,Warner-Phillips,starter,customer_success,mid,outbound,1,96,4249.06,False,False
acc_001176,Kelley and Sons,pro,it_ops,small,referral,3,406,8403.18,True,False
acc_001177,"Fitzpatrick, Rivera and Smith",starter,revops,small,referral,2,73,2692.19,False,False
acc_001178,"Davis, Rodriguez and Andrews",starter,it_ops,large,partner,2,144,1274.64,False,False
acc_001179,Hernandez-Davis,starter,revops,mid,paid_search,2,75,4706.86,False,False
acc_001180,"Jones, Cummings and Conway",starter,customer_success,small,referral,2,249,3361.41,True,False
acc_001181,"Hall, Hinton and Phillips",starter,mixed,small,outbound,2,37,3786.9,False,False
acc_001182,Williams-Li,starter,mixed,mid,outbound,0,90,2008.14,False,False
acc_001183,Phelps LLC,starter,mixed,mid,paid_search,1,412,2979.01,True,False
acc_001184,"Edwards, Rodgers and Davis",starter,it_ops,mid,partner,2,174,3816.15,False,False
acc_001185,Smith and Sons,starter,finance,mid,paid_search,1,529,2142.48,False,False
acc_001186,"Holland, Murphy and Kline",pro,mixed,small,outbound,0,264,7543.3,True,False
acc_001187,"Adams, Quinn and Watson",starter,it_ops,large,referral,2,138,3768.01,False,True
acc_001188,White-Morales,pro,customer_success,small,paid_search,6,60,6938.03,False,False
acc_001189,Nelson-Cruz,enterprise,revops,small,outbound,1,373,117048.89,False,False
acc_001190,Marsh-Banks,pro,customer_success,small,paid_search,1,347,12856.88,False,False
acc_001191,Wilson Ltd,enterprise,customer_success,small,partner,2,51,82243.82,True,False
acc_001192,"Brown, Dunlap and Moore",starter,revops,large,organic,2,97,1522.73,False,False
acc_001193,Pruitt-Webb,pro,revops,small,referral,2,531,8301.69,False,False
acc_001194,"Gregory, White and James",pro,it_ops,mid,partner,2,174,22250.27,False,False
acc_001195,Carr-Huffman,starter,it_ops,large,outbound,1,253,4413.62,False,True
acc_001196,"Mcpherson, Anderson and Knapp",starter,mixed,mid,paid_search,2,466,4522.27,False,False
acc_001197,Clay Group,pro,revops,small,paid_search,3,123,6645.52,False,False
acc_001198,Brown Ltd,starter,customer_success,small,partner,1,504,2981.68,False,False
acc_001199,Smith-Oneill,starter,mixed,mid,referral,2,87,4245.02,True,False
acc_001200,"Saunders, Ray and Cunningham",pro,finance,small,organic,3,122,21029.17,False,True
acc_001201,"Marks, Stone and Watts",pro,it_ops,mid,outbound,2,138,16503.85,False,False
acc_001202,"Davis, Stanley and Wright",enterprise,revops,mid,referral,4,69,52154.17,False,False
acc_001203,Alvarado-Davidson,starter,finance,small,referral,2,532,3650.3,False,True
acc_001204,Combs PLC,starter,revops,large,organic,2,108,1303.95,False,False
acc_001205,"Brown, Schneider and Moore",starter,customer_success,mid,outbound,1,167,3339.14,False,False
acc_001206,Christian-Booth,starter,mixed,mid,partner,2,196,4610.71,False,True
acc_001207,Walton LLC,enterprise,mixed,mid,paid_search,2,471,34381.4,False,False
acc_001208,Rivera LLC,pro,hr,small,paid_search,3,517,16841.25,False,False
acc_001209,Hunter PLC,starter,hr,small,organic,2,234,1521.08,False,True
acc_001210,"Gray, Montoya and Miller",pro,finance,mid,referral,5,415,23179.78,False,True
acc_001211,Solis-West,starter,hr,mid,organic,2,501,2316.36,False,False
acc_001212,West-Wilson,pro,finance,mid,organic,3,292,9597.68,True,False
acc_001213,Mcgee-Smith,starter,revops,small,outbound,1,76,3923.37,False,False
acc_001214,Gutierrez-Hawkins,pro,customer_success,small,referral,2,50,15240.15,False,False
acc_001215,Petersen PLC,enterprise,customer_success,mid,organic,0,506,74579.0,False,False
acc_001216,"Walsh, Wu and Hart",pro,revops,small,referral,3,494,20427.8,False,False
acc_001217,"Powers, Clements and Cox",starter,mixed,mid,referral,2,157,3083.13,False,False
acc_001218,Velasquez Group,starter,finance,small,paid_search,2,85,3038.35,True,False
acc_001219,Castro-Harvey,starter,revops,mid,organic,1,211,2117.5,False,False
acc_001220,Moran-Cox,starter,revops,small,outbound,2,121,4030.24,False,True
acc_001221,Wilson-Malone,pro,finance,small,organic,2,190,16569.75,False,False
acc_001222,Smith LLC,starter,customer_success,mid,paid_search,2,524,4505.2,False,False
acc_001223,"Brandt, Carter and Boyd",pro,hr,small,partner,1,162,21689.08,True,False
acc_001224,"Rodriguez, Prince and Vasquez",starter,revops,small,paid_search,0,117,3560.88,True,False
acc_001225,"Newton, Ortiz and King",starter,revops,mid,organic,2,401,2952.2,False,False
acc_001226,Lopez Group,pro,mixed,small,outbound,3,383,18151.84,True,False
acc_001227,Bryant and Sons,pro,finance,small,paid_search,5,447,6285.93,False,False
acc_001228,"Morgan, Sherman and Williams",enterprise,it_ops,small,outbound,4,362,51760.22,False,False
acc_001229,"Monroe, Chapman and Barton",pro,it_ops,mid,paid_search,2,424,14341.66,False,False
acc_001230,Ellis-Lawrence,starter,finance,small,paid_search,2,389,2802.96,False,False
acc_001231,"Taylor, Porter and Moreno",starter,finance,small,paid_search,1,180,3249.95,False,False
acc_001232,Tran Group,pro,finance,small,outbound,3,395,13772.18,False,True
acc_001233,"Webb, Romero and Morse",starter,revops,mid,organic,2,178,1333.26,True,False
acc_001234,Holt and Sons,starter,revops,mid,partner,2,493,4140.08,False,False
acc_001235,"Ochoa, Garcia and Sandoval",starter,customer_success,mid,referral,2,191,3191.72,False,False
acc_001236,"Andrade, Gordon and Cruz",starter,customer_success,large,paid_search,2,348,4580.27,False,False
acc_001237,"Moon, Farmer and Hill",starter,customer_success,small,referral,2,128,2889.27,False,False
acc_001238,Waller-Chavez,starter,revops,mid,outbound,1,501,3367.56,False,False
acc_001239,Taylor PLC,pro,customer_success,small,referral,6,394,13026.68,False,False
acc_001240,"Tanner, Hunt and Cameron",starter,mixed,mid,referral,2,271,4079.12,False,False
acc_001241,"Valencia, Joseph and Walls",pro,customer_success,small,organic,1,371,14692.02,False,False
acc_001242,"Robinson, Clark and Klein",starter,finance,mid,organic,2,512,4777.56,False,True
acc_001243,"Reed, Chambers and Zavala",starter,hr,small,paid_search,2,481,2138.91,False,False
acc_001244,"Hester, Thompson and Daniels",pro,finance,large,outbound,1,443,7145.98,False,True
acc_001245,"Morris, Wilson and Bell",starter,customer_success,small,paid_search,2,162,4777.19,False,False
acc_001246,Aguilar-Bender,pro,it_ops,mid,outbound,1,488,8721.21,False,False
acc_001247,"Butler, Adkins and Skinner",pro,revops,mid,organic,2,504,23032.82,False,False
acc_001248,Rich-Henderson,pro,mixed,mid,partner,2,430,16990.31,False,False
acc_001249,Mills Inc,pro,mixed,mid,paid_search,3,83,9006.83,True,False
acc_001250,Thomas-Santiago,starter,hr,small,organic,2,392,2789.46,False,False
acc_001251,Adams and Sons,pro,customer_success,small,outbound,5,201,20744.89,False,False
acc_001252,Vega-Thomas,starter,hr,large,organic,2,33,2083.14,False,False
acc_001253,Vaughn LLC,pro,hr,mid,paid_search,1,220,18873.6,False,False
acc_001254,Molina Inc,starter,customer_success,small,organic,2,301,2718.2,False,False
acc_001255,Cervantes-Garcia,starter,it_ops,small,referral,2,264,4626.63,True,False
acc_001256,"Stevenson, Hancock and Newton",pro,customer_success,large,referral,3,424,6179.08,False,False
acc_001257,"Price, Dixon and Robles",pro,mixed,small,referral,4,532,19902.71,False,False
acc_001258,"Roberts, Beck and House",starter,revops,small,partner,0,107,4449.04,True,False
acc_001259,Butler-French,starter,customer_success,mid,outbound,2,296,4701.58,False,False
acc_001260,"Edwards, Arnold and Smith",starter,mixed,mid,organic,2,399,3873.71,False,False
acc_001261,Harris-Melton,enterprise,finance,small,outbound,0,501,43217.56,False,False
acc_001262,Greer-Pruitt,starter,customer_success,large,outbound,2,346,3547.33,False,False
acc_001263,"Mckinney, Richardson and Chapman",pro,mixed,mid,referral,1,131,21857.54,False,False
acc_001264,"Morrison, Parsons and Brandt",starter,revops,small,organic,0,480,1653.62,False,False
acc_001265,Cole-Lucero,enterprise,hr,small,outbound,4,296,60663.8,False,False
acc_001266,Lopez and Sons,pro,finance,large,outbound,4,162,10344.12,False,False
acc_001267,"Palmer, Bennett and Patterson",pro,customer_success,large,paid_search,0,60,21148.5,True,False
acc_001268,"Baker, Martin and Singleton",starter,revops,small,organic,2,511,1649.1,False,False
acc_001269,Rivera Ltd,starter,customer_success,mid,partner,2,442,3884.73,False,False
acc_001270,Williams LLC,pro,customer_success,large,outbound,1,462,16719.88,True,False
acc_001271,"Williams, Randolph and Gilbert",starter,hr,mid,organic,0,374,1703.9,False,False
acc_001272,"Turner, Tyler and Pierce",starter,customer_success,small,outbound,2,128,4162.23,False,False
acc_001273,Bowers LLC,starter,finance,mid,organic,1,71,1532.1,True,False
acc_001274,"Robinson, White and Jones",starter,finance,small,paid_search,2,376,3094.52,False,False
acc_001275,"Moore, Daniels and Powell",pro,revops,small,paid_search,4,285,17456.3,True,False
acc_001276,Walker-Lewis,enterprise,customer_success,large,organic,2,243,104143.06,False,False
acc_001277,Rivera-Carter,starter,finance,mid,paid_search,1,390,3047.47,False,False
acc_001278,"Moreno, Barajas and Colon",pro,customer_success,mid,paid_search,2,110,22993.25,False,False
acc_001279,"Smith, Caldwell and Griffin",starter,mixed,mid,referral,1,91,2530.51,False,False
acc_001280,"Austin, Oliver and Haley",starter,revops,small,referral,2,221,2291.74,False,False
acc_001281,"Blackwell, James and Hogan",starter,it_ops,small,outbound,1,54,4572.55,False,False
acc_001282,Cruz PLC,starter,hr,small,organic,2,31,1640.38,False,False
acc_001283,"Campbell, Pruitt and Short",starter,it_ops,small,outbound,2,319,2828.55,True,False
acc_001284,Robertson-Hicks,starter,hr,large,organic,0,97,3943.02,False,False
acc_001285,Williams-Villanueva,pro,revops,small,referral,5,473,19101.55,False,True
acc_001286,Flores Inc,starter,customer_success,mid,referral,2,490,2623.43,False,False
acc_001287,Jackson PLC,pro,mixed,large,organic,1,360,7593.54,False,False
acc_001288,"Smith, Jones and Santiago",starter,finance,mid,organic,2,188,3219.76,False,True
acc_001289,Hancock Group,starter,revops,small,outbound,2,325,3927.41,False,False
acc_001290,Harris Ltd,enterprise,revops,mid,outbound,2,39,40825.49,False,False
acc_001291,"Rowe, Lucas and Case",enterprise,finance,small,organic,3,155,104672.15,False,False
acc_001292,"Parks, Johnson and Love",pro,revops,small,outbound,3,194,13232.36,False,False
acc_001293,Miller Inc,starter,it_ops,small,referral,1,242,1286.6,False,False
acc_001294,Bauer PLC,pro,revops,small,partner,5,307,9026.81,False,True
acc_001295,Andrews and Sons,starter,hr,small,referral,2,238,3642.99,False,False
acc_001296,Russell-Hayes,starter,mixed,small,organic,0,182,2603.78,True,False
